"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","ELECTRICITY","TOT","GWH","A","1970",0,
"TUR","ELECTRICITY","TOT","GWH","A","1971",0,
"TUR","ELECTRICITY","TOT","GWH","A","1972",0,
"TUR","ELECTRICITY","TOT","GWH","A","1973",0,
"TUR","ELECTRICITY","TOT","GWH","A","1974",12846,
"TUR","ELECTRICITY","TOT","GWH","A","1975",15031,
"TUR","ELECTRICITY","TOT","GWH","A","1976",17459,
"TUR","ELECTRICITY","TOT","GWH","A","1977",19555,
"TUR","ELECTRICITY","TOT","GWH","A","1978",20500,
"TUR","ELECTRICITY","TOT","GWH","A","1979",21183,
"TUR","ELECTRICITY","TOT","GWH","A","1980",21881,
"TUR","ELECTRICITY","TOT","GWH","A","1981",23345,
"TUR","ELECTRICITY","TOT","GWH","A","1982",25131,
"TUR","ELECTRICITY","TOT","GWH","A","1983",25667,
"TUR","ELECTRICITY","TOT","GWH","A","1984",28722,
"TUR","ELECTRICITY","TOT","GWH","A","1985",31512,
"TUR","ELECTRICITY","TOT","GWH","A","1986",36880,
"TUR","ELECTRICITY","TOT","GWH","A","1987",41643,
"TUR","ELECTRICITY","TOT","GWH","A","1988",45648,
"TUR","ELECTRICITY","TOT","GWH","A","1989",48809,
"TUR","ELECTRICITY","TOT","GWH","A","1990",54232,
"TUR","ELECTRICITY","TOT","GWH","A","1991",56591,
"TUR","ELECTRICITY","TOT","GWH","A","1992",63105,
"TUR","ELECTRICITY","TOT","GWH","A","1993",69865,
"TUR","ELECTRICITY","TOT","GWH","A","1994",73782,
"TUR","ELECTRICITY","TOT","GWH","A","1995",81859,
"TUR","ELECTRICITY","TOT","GWH","A","1996",90084,
"TUR","ELECTRICITY","TOT","GWH","A","1997",98246,
"TUR","ELECTRICITY","TOT","GWH","A","1998",105499,
"TUR","ELECTRICITY","TOT","GWH","A","1999",110702,
"TUR","ELECTRICITY","TOT","GWH","A","2000",118698,
"TUR","ELECTRICITY","TOT","GWH","A","2001",116251,
"TUR","ELECTRICITY","TOT","GWH","A","2002",123727,
"TUR","ELECTRICITY","TOT","GWH","A","2003",135248,
"TUR","ELECTRICITY","TOT","GWH","A","2004",145066,
"TUR","ELECTRICITY","TOT","GWH","A","2005",155469,
"TUR","ELECTRICITY","TOT","GWH","A","2006",169543,
"TUR","ELECTRICITY","TOT","GWH","A","2007",183340,
"TUR","ELECTRICITY","TOT","GWH","A","2008",189763,
"TUR","ELECTRICITY","TOT","GWH","A","2009",186619,
"TUR","ELECTRICITY","TOT","GWH","A","2010",203046,
"TUR","ELECTRICITY","TOT","GWH","A","2011",217558,
"TUR","ELECTRICITY","TOT","GWH","A","2012",227707,
"TUR","ELECTRICITY","TOT","GWH","A","2013",228977,
"TUR","ELECTRICITY","TOT","GWH","A","2014",239449,
"TUR","ELECTRICITY","TOT","GWH","A","2015",,"L"
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1974",29232,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1975",26463,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1976",31153,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1977",34660,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1978",32462,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1979",33335,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1980",32291,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1981",33191,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1982",38721,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1983",43911,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1984",47256,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1985",53766,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1986",51773,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1987",48204,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1988",55641,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1989",63602,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1990",58664,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1991",62761,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1992",69135,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1993",80980,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1994",79962,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1995",80598,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1996",85820,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1997",89341,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1998",90590,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","1999",87672,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2000",78334,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2001",82985,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2002",81090,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2003",81911,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2004",73682,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2005",75173,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2006",69237,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2007",57249,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2008",47673,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2009",62762,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2010",56442,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2011",62655,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2012",63949,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2013",64133,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2014",57903,
"GBR","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"GBR","ELECTRICITY","TOT","GWH","A","1960",0,
"GBR","ELECTRICITY","TOT","GWH","A","1961",0,
"GBR","ELECTRICITY","TOT","GWH","A","1962",0,
"GBR","ELECTRICITY","TOT","GWH","A","1963",0,
"GBR","ELECTRICITY","TOT","GWH","A","1964",0,
"GBR","ELECTRICITY","TOT","GWH","A","1965",0,
"GBR","ELECTRICITY","TOT","GWH","A","1966",0,
"GBR","ELECTRICITY","TOT","GWH","A","1967",0,
"GBR","ELECTRICITY","TOT","GWH","A","1968",0,
"GBR","ELECTRICITY","TOT","GWH","A","1969",0,
"GBR","ELECTRICITY","TOT","GWH","A","1970",0,
"GBR","ELECTRICITY","TOT","GWH","A","1971",0,
"GBR","ELECTRICITY","TOT","GWH","A","1972",0,
"GBR","ELECTRICITY","TOT","GWH","A","1973",0,
"GBR","ELECTRICITY","TOT","GWH","A","1974",254301,
"GBR","ELECTRICITY","TOT","GWH","A","1975",253880,
"GBR","ELECTRICITY","TOT","GWH","A","1976",257707,
"GBR","ELECTRICITY","TOT","GWH","A","1977",263615,
"GBR","ELECTRICITY","TOT","GWH","A","1978",268804,
"GBR","ELECTRICITY","TOT","GWH","A","1979",280162,
"GBR","ELECTRICITY","TOT","GWH","A","1980",266312,
"GBR","ELECTRICITY","TOT","GWH","A","1981",259939,
"GBR","ELECTRICITY","TOT","GWH","A","1982",255083,
"GBR","ELECTRICITY","TOT","GWH","A","1983",259361,
"GBR","ELECTRICITY","TOT","GWH","A","1984",264147,
"GBR","ELECTRICITY","TOT","GWH","A","1985",277921,
"GBR","ELECTRICITY","TOT","GWH","A","1986",281957,
"GBR","ELECTRICITY","TOT","GWH","A","1987",284036,
"GBR","ELECTRICITY","TOT","GWH","A","1988",288206,
"GBR","ELECTRICITY","TOT","GWH","A","1989",294322,
"GBR","ELECTRICITY","TOT","GWH","A","1990",300128,
"GBR","ELECTRICITY","TOT","GWH","A","1991",302764,
"GBR","ELECTRICITY","TOT","GWH","A","1992",300802,
"GBR","ELECTRICITY","TOT","GWH","A","1993",303806,
"GBR","ELECTRICITY","TOT","GWH","A","1994",308987,
"GBR","ELECTRICITY","TOT","GWH","A","1995",316625,
"GBR","ELECTRICITY","TOT","GWH","A","1996",334788,
"GBR","ELECTRICITY","TOT","GWH","A","1997",334107,
"GBR","ELECTRICITY","TOT","GWH","A","1998",345294,
"GBR","ELECTRICITY","TOT","GWH","A","1999",351446,
"GBR","ELECTRICITY","TOT","GWH","A","2000",360765,
"GBR","ELECTRICITY","TOT","GWH","A","2001",367392,
"GBR","ELECTRICITY","TOT","GWH","A","2002",370121,
"GBR","ELECTRICITY","TOT","GWH","A","2003",380072,
"GBR","ELECTRICITY","TOT","GWH","A","2004",376904,
"GBR","ELECTRICITY","TOT","GWH","A","2005",380483,
"GBR","ELECTRICITY","TOT","GWH","A","2006",378779,
"GBR","ELECTRICITY","TOT","GWH","A","2007",379136,
"GBR","ELECTRICITY","TOT","GWH","A","2008",372552,
"GBR","ELECTRICITY","TOT","GWH","A","2009",360149,
"GBR","ELECTRICITY","TOT","GWH","A","2010",365661,
"GBR","ELECTRICITY","TOT","GWH","A","2011",350993,
"GBR","ELECTRICITY","TOT","GWH","A","2012",345611,
"GBR","ELECTRICITY","TOT","GWH","A","2013",341277,
"GBR","ELECTRICITY","TOT","GWH","A","2014",322406,
"GBR","ELECTRICITY","TOT","GWH","A","2015",,"L"
"USA","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1974",113976,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1975",172506,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1976",191104,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1977",250883,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1978",276403,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1979",255155,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1980",251116,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1981",272674,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1982",282773,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1983",293677,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1984",327634,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1985",383691,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1986",414038,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1987",455270,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1988",526973,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1989",529401,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1990",576971,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1991",612640,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1992",618839,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1993",610365,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1994",640491,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1995",673402,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1996",674729,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1997",628644,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1998",673702,
"USA","ELECTRICITY","NUCLEAR","GWH","A","1999",728211,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2000",753893,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2001",768826,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2002",780064,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2003",763733,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2004",788528,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2005",781986,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2006",787219,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2007",806425,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2008",806208,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2009",798855,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2010",806968,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2011",790204,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2012",769331,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2013",789016,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2014",797166,
"USA","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"USA","ELECTRICITY","TOT","GWH","A","1960",0,
"USA","ELECTRICITY","TOT","GWH","A","1961",0,
"USA","ELECTRICITY","TOT","GWH","A","1962",0,
"USA","ELECTRICITY","TOT","GWH","A","1963",0,
"USA","ELECTRICITY","TOT","GWH","A","1964",0,
"USA","ELECTRICITY","TOT","GWH","A","1965",0,
"USA","ELECTRICITY","TOT","GWH","A","1966",0,
"USA","ELECTRICITY","TOT","GWH","A","1967",0,
"USA","ELECTRICITY","TOT","GWH","A","1968",0,
"USA","ELECTRICITY","TOT","GWH","A","1969",0,
"USA","ELECTRICITY","TOT","GWH","A","1970",0,
"USA","ELECTRICITY","TOT","GWH","A","1971",0,
"USA","ELECTRICITY","TOT","GWH","A","1972",0,
"USA","ELECTRICITY","TOT","GWH","A","1973",0,
"USA","ELECTRICITY","TOT","GWH","A","1974",1867140,
"USA","ELECTRICITY","TOT","GWH","A","1975",1917644,
"USA","ELECTRICITY","TOT","GWH","A","1976",2037696,
"USA","ELECTRICITY","TOT","GWH","A","1977",2124284,
"USA","ELECTRICITY","TOT","GWH","A","1978",2206330,
"USA","ELECTRICITY","TOT","GWH","A","1979",2247572,
"USA","ELECTRICITY","TOT","GWH","A","1980",2286106,
"USA","ELECTRICITY","TOT","GWH","A","1981",2294813,
"USA","ELECTRICITY","TOT","GWH","A","1982",2241211,
"USA","ELECTRICITY","TOT","GWH","A","1983",2310285,
"USA","ELECTRICITY","TOT","GWH","A","1984",2416304,
"USA","ELECTRICITY","TOT","GWH","A","1985",2469841,
"USA","ELECTRICITY","TOT","GWH","A","1986",2487310,
"USA","ELECTRICITY","TOT","GWH","A","1987",2572127,
"USA","ELECTRICITY","TOT","GWH","A","1988",2704250,
"USA","ELECTRICITY","TOT","GWH","A","1989",2960010,
"USA","ELECTRICITY","TOT","GWH","A","1990",3029842,
"USA","ELECTRICITY","TOT","GWH","A","1991",3084779,
"USA","ELECTRICITY","TOT","GWH","A","1992",3097912,
"USA","ELECTRICITY","TOT","GWH","A","1993",3211018,
"USA","ELECTRICITY","TOT","GWH","A","1994",3268251,
"USA","ELECTRICITY","TOT","GWH","A","1995",3373176,
"USA","ELECTRICITY","TOT","GWH","A","1996",3464067,
"USA","ELECTRICITY","TOT","GWH","A","1997",3482195,
"USA","ELECTRICITY","TOT","GWH","A","1998",3604427,
"USA","ELECTRICITY","TOT","GWH","A","1999",3681067,
"USA","ELECTRICITY","TOT","GWH","A","2000",3816731,
"USA","ELECTRICITY","TOT","GWH","A","2001",3736858,
"USA","ELECTRICITY","TOT","GWH","A","2002",3892170,
"USA","ELECTRICITY","TOT","GWH","A","2003",3919132,
"USA","ELECTRICITY","TOT","GWH","A","2004",4006188,
"USA","ELECTRICITY","TOT","GWH","A","2005",4087961,
"USA","ELECTRICITY","TOT","GWH","A","2006",4097795,
"USA","ELECTRICITY","TOT","GWH","A","2007",4190552,
"USA","ELECTRICITY","TOT","GWH","A","2008",4152093,
"USA","ELECTRICITY","TOT","GWH","A","2009",3978760,
"USA","ELECTRICITY","TOT","GWH","A","2010",4158959,
"USA","ELECTRICITY","TOT","GWH","A","2011",4136136,
"USA","ELECTRICITY","TOT","GWH","A","2012",4077151,
"USA","ELECTRICITY","TOT","GWH","A","2013",4093401,
"USA","ELECTRICITY","TOT","GWH","A","2014",4122391,
"USA","ELECTRICITY","TOT","GWH","A","2015",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1960",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1961",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1962",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1963",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1964",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1965",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1966",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1967",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1968",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1969",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1970",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1971",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1972",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1973",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1974",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1975",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1976",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1977",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1978",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1979",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1980",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1981",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1982",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1983",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1984",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1985",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1986",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1987",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1988",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1989",,"L"
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1990",742037,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1991",766744,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1992",778463,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1993",811264,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1994",811589,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1995",828252,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1996",868485,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1997",877198,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1998",872419,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","1999",888698,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2000",889622,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2001",919500,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2002",928210,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2003",936447,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2004",948409,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2005",936167,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2006",933869,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2007",882650,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2008",880155,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2009",837187,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2010",868283,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2011",858575,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2012",834918,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2013",832041,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2014",831459,
"OEU","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1960",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1961",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1962",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1963",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1964",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1965",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1966",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1967",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1968",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1969",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1970",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1971",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1972",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1973",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1974",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1975",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1976",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1977",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1978",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1979",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1980",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1981",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1982",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1983",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1984",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1985",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1986",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1987",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1988",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1989",,"L"
"OEU","ELECTRICITY","TOT","GWH","A","1990",2528477,
"OEU","ELECTRICITY","TOT","GWH","A","1991",2576039,
"OEU","ELECTRICITY","TOT","GWH","A","1992",2595008,
"OEU","ELECTRICITY","TOT","GWH","A","1993",2611452,
"OEU","ELECTRICITY","TOT","GWH","A","1994",2658064,
"OEU","ELECTRICITY","TOT","GWH","A","1995",2736484,
"OEU","ELECTRICITY","TOT","GWH","A","1996",2816342,
"OEU","ELECTRICITY","TOT","GWH","A","1997",2851118,
"OEU","ELECTRICITY","TOT","GWH","A","1998",2927444,
"OEU","ELECTRICITY","TOT","GWH","A","1999",2987103,
"OEU","ELECTRICITY","TOT","GWH","A","2000",3092338,
"OEU","ELECTRICITY","TOT","GWH","A","2001",3145857,
"OEU","ELECTRICITY","TOT","GWH","A","2002",3176476,
"OEU","ELECTRICITY","TOT","GWH","A","2003",3250114,
"OEU","ELECTRICITY","TOT","GWH","A","2004",3328016,
"OEU","ELECTRICITY","TOT","GWH","A","2005",3379830,
"OEU","ELECTRICITY","TOT","GWH","A","2006",3424057,
"OEU","ELECTRICITY","TOT","GWH","A","2007",3475766,
"OEU","ELECTRICITY","TOT","GWH","A","2008",3493375,
"OEU","ELECTRICITY","TOT","GWH","A","2009",3326029,
"OEU","ELECTRICITY","TOT","GWH","A","2010",3477399,
"OEU","ELECTRICITY","TOT","GWH","A","2011",3424229,
"OEU","ELECTRICITY","TOT","GWH","A","2012",3463485,
"OEU","ELECTRICITY","TOT","GWH","A","2013",3431583,
"OEU","ELECTRICITY","TOT","GWH","A","2014",3368585,
"OEU","ELECTRICITY","TOT","GWH","A","2015",,"L"
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1990",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1991",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1992",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1993",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1994",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1995",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1996",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1997",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1998",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","1999",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"CHL","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
