Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,53.732,52.298,50.857,49.416,47.973,47.18,46.413,45.648,44.883,44.123,43.365,42.61,41.857,41.11,40.393,39.694,38.997,38.307,37.621,36.939,36.262,35.592,34.927,34.267,33.613,32.966,32.434,31.949,31.468,30.992,30.519,30.051,29.585,29.126,28.672,28.223,27.777,27.338,26.902,26.47,26.043,25.621,25.203,24.789,24.38,23.976,23.577,23.184,22.796,22.413,22.036,21.665,21.299,20.939,20.585,20.236,19.892,19.554,19.222,18.896,18.575,18.26,17.95
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,87.449,86.652,85.811,84.926,83.996,83.022,82,81.66,81.315,80.965,80.61,80.25,79.885,79.516,79.141,78.761,78.375,77.986,77.59,77.19,76.785,76.351,75.905,75.452,74.994,74.531,74.062,73.587,73.107,72.622,72.131,71.634,71.565,71.61,71.654,71.699,71.743,71.787,71.832,71.876,71.92,71.964,72.008,72.053,72.097,72.125,72.137,72.133,72.114,72.079,72.027,71.96,71.877,71.777,71.662,71.53,71.381,71.216,71.035,70.836,70.62,70.387,70.136
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,83.321,83.052,82.776,82.497,82.213,81.927,81.637,81.343,81.046,80.745,80.441,80.1,79.728,79.351,78.969,78.581,78.188,77.791,77.388,76.98,76.482,75.005,73.465,71.867,70.208,68.5,66.115,63.645,61.098,58.496,55.88,54.956,54.027,53.098,52.166,51.232,50.296,49.363,48.428,47.495,46.565,45.709,44.854,44.003,43.154,42.311,41.471,40.637,39.806,38.984,38.179,37.678,37.179,36.683,36.19,35.7,35.216,34.739,34.268,33.805,33.348,32.898,32.455
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,65.746,65.671,65.596,65.394,64.803,64.209,63.61,63.007,62.399,61.788,61.173,60.555,59.932,59.345,58.998,58.651,58.302,57.954,57.604,57.253,56.901,56.55,56.197,55.844,55.458,54.555,53.647,52.736,51.823,50.911,49.997,49.083,48.168,47.257,46.347,45.439,44.533,43.633,42.736,41.843,40.948,39.59,38.247,36.92,35.612,34.328,33.065,31.826,30.61,29.425,28.264,27.132,26.054,25.03,24.059,23.138,22.265,21.44,20.66,19.924,19.229,18.575,17.958
Caribbean small states,CSS,Rural population (% of total population),SP.RUR.TOTL.ZS,65.07652998,64.54276286,63.99994048,63.45066061,62.9038116,62.37058959,61.83115004,61.28659301,60.73658533,60.18767411,59.65803846,59.18278429,58.61334057,57.95222749,57.29455605,56.64127621,55.99225811,55.35042613,54.71289885,54.07972056,53.46814332,53.15888709,52.84284322,52.64647431,52.4418891,52.2265298,52.00356839,51.78100417,51.55536944,51.32694674,51.10930449,50.92781609,50.78036798,50.63822447,50.4955247,50.34383612,50.18962513,50.03826729,49.88751203,49.74036585,49.60270417,49.52836141,49.49469465,49.47791551,49.46527908,49.4624711,49.45649038,49.44886224,49.43928181,49.42663651,49.40770024,49.3671354,49.29672002,49.22780863,49.14324847,49.04374641,48.93080304,48.80310917,48.71688923,48.58735282,48.39562709,48.21758917,48.01608328
Cuba,CUB,Rural population (% of total population),SP.RUR.TOTL.ZS,41.599,41.412,41.224,41.037,40.85,40.663,40.477,40.291,40.105,39.919,39.734,39.024,38.2,37.386,36.577,35.776,34.982,34.198,33.421,32.654,31.894,31.147,30.586,30.075,29.567,29.067,28.57,28.079,27.592,27.112,26.636,26.324,26.173,26.023,25.873,25.723,25.574,25.382,25.145,24.911,24.677,24.445,24.215,24.053,23.959,23.866,23.773,23.68,23.587,23.495,23.403,23.311,23.219,23.173,23.139,23.104,23.07,23.023,22.963,22.891,22.806,22.708,22.599
Curacao,CUW,Rural population (% of total population),SP.RUR.TOTL.ZS,25.29,24.898,24.51,24.125,23.745,23.369,22.997,22.63,22.266,21.907,21.552,21.201,20.854,20.512,20.173,19.839,19.509,19.183,18.862,18.544,18.231,17.922,17.617,17.316,17.018,16.726,16.437,16.152,15.871,15.595,15.322,15.053,14.556,13.776,13.031,12.32,11.642,10.998,10.385,9.802,9.248,8.989,9.106,9.225,9.345,9.466,9.589,9.713,9.839,9.966,10.095,10.225,10.346,10.456,10.557,10.648,10.728,10.797,10.855,10.902,10.938,10.962,10.975
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,Rural population (% of total population),SP.RUR.TOTL.ZS,64.372,63.825,63.326,62.824,62.319,61.812,61.302,60.79,60.274,59.758,59.239,58.717,58.193,57.243,54.993,52.723,50.437,48.157,45.881,43.622,41.386,39.191,37.036,36.178,35.748,35.322,34.898,34.476,34.055,33.639,33.224,32.812,32.402,32.208,32.085,31.962,31.839,31.717,31.595,31.473,31.352,31.231,31.306,31.447,31.59,31.732,31.875,32.018,32.161,32.305,32.449,32.594,32.739,32.863,32.969,33.054,33.119,33.164,33.19,33.195,33.179,33.144,33.089
Czechia,CZE,Rural population (% of total population),SP.RUR.TOTL.ZS,40.452,39.937,39.445,38.956,38.468,37.984,37.502,37.022,36.544,36.07,35.598,34.705,33.516,32.351,31.206,30.083,28.982,27.908,26.858,25.833,24.833,24.519,24.548,24.577,24.606,24.635,24.664,24.693,24.722,24.751,24.78,24.842,24.97,25.099,25.228,25.357,25.487,25.618,25.749,25.88,26.012,26.123,26.191,26.26,26.329,26.398,26.467,26.537,26.606,26.676,26.745,26.815,26.803,26.71,26.616,26.523,26.43,26.325,26.208,26.079,25.939,25.786,25.623
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,28.616,28.303,28.238,28.174,28.109,28.045,27.981,27.917,27.853,27.789,27.726,27.668,27.611,27.554,27.497,27.44,27.383,27.326,27.27,27.213,27.156,27.011,26.893,26.897,27.057,27.289,27.383,27.164,27.001,27.024,26.882,26.731,26.64,26.503,26.29,26.078,25.867,25.658,25.449,25.242,25.035,24.83,24.626,24.423,24.221,24.02,23.821,23.622,23.425,23.229,23.034,22.84,22.83,22.82,22.81,22.8,22.776,22.739,22.688,22.624,22.547,22.456,22.352
Djibouti,DJI,Rural population (% of total population),SP.RUR.TOTL.ZS,49.675,48.552,47.381,46.213,45.048,43.891,42.74,41.596,40.46,39.336,38.223,37.122,36.032,34.96,33.901,32.858,31.83,30.822,29.831,28.859,27.904,26.972,26.058,25.496,25.285,25.075,24.866,24.659,24.452,24.247,24.043,23.886,23.839,23.793,23.746,23.7,23.653,23.607,23.561,23.515,23.468,23.422,23.376,23.33,23.284,23.239,23.193,23.147,23.101,23.056,23.001,22.936,22.862,22.778,22.686,22.583,22.472,22.352,22.223,22.085,21.938,21.783,21.62
Dominica,DMA,Rural population (% of total population),SP.RUR.TOTL.ZS,62.154,62.088,62.021,61.954,61.887,61.82,61.753,61.686,61.619,61.552,61.317,60.53,59.736,58.939,58.136,57.329,56.516,55.703,54.885,54.065,53.241,52.207,50.476,48.743,47.01,45.29,43.578,41.882,40.202,38.55,36.921,35.518,35.431,35.344,35.256,35.169,35.082,34.995,34.908,34.821,34.735,34.618,34.311,34.006,33.701,33.399,33.097,32.797,32.498,32.201,31.906,31.611,31.315,31.018,30.72,30.421,30.12,29.819,29.517,29.214,28.91,28.605,28.3
Denmark,DNK,Rural population (% of total population),SP.RUR.TOTL.ZS,26.313,25.583,24.907,24.243,23.591,22.952,22.381,21.837,21.302,20.778,20.263,19.761,19.269,18.789,18.317,17.854,17.4,17.114,16.831,16.552,16.277,16.085,15.975,15.866,15.757,15.649,15.542,15.435,15.329,15.223,15.157,15.129,15.102,15.075,15.048,15.021,14.994,14.967,14.94,14.914,14.9,14.85,14.75,14.64,14.434,14.144,13.902,13.707,13.513,13.346,13.205,13.043,12.858,12.708,12.59,12.474,12.358,12.243,12.126,12.006,11.884,11.76,11.633
Dominican Republic,DOM,Rural population (% of total population),SP.RUR.TOTL.ZS,69.809,68.888,67.926,66.948,65.954,64.948,63.927,62.894,61.847,60.793,59.726,58.649,57.563,56.473,55.374,54.271,53.162,52.052,50.939,49.825,48.71,47.599,46.95,46.677,46.404,46.132,45.86,45.588,45.316,45.045,44.774,44.503,44.233,43.963,43.248,42.402,41.559,40.724,39.893,39.067,38.247,37.435,36.629,35.395,33.997,32.63,31.29,29.98,28.7,27.458,26.247,25.173,24.198,23.251,22.33,21.434,20.564,19.723,18.926,18.172,17.46,16.787,16.152
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,69.49,68.203,66.786,65.338,63.859,62.357,61.16,60.996,60.831,60.666,60.5,60.335,60.169,60.003,59.837,59.67,59.503,59.072,58.206,57.335,56.458,55.58,54.697,53.811,52.921,52.032,51.14,50.278,49.489,48.702,47.915,47.129,46.343,45.561,44.781,44.003,43.226,42.456,41.687,40.882,40.081,39.288,38.499,37.716,36.939,36.17,35.407,34.652,33.903,33.174,32.46,31.764,31.085,30.424,29.779,29.152,28.541,27.948,27.371,26.811,26.267,25.739,25.228
East Asia & Pacific (excluding high income),EAP,Rural population (% of total population),SP.RUR.TOTL.ZS,83.04461865,82.5722863,82.1014929,81.62891704,81.14792472,81.21809744,81.25812079,81.2591575,81.24598753,81.22365126,81.19568096,81.16597944,81.11580596,80.97960386,80.76697678,80.70511107,80.54097612,80.37332311,79.97100791,79.32444164,78.6445611,77.93628935,77.2175592,76.59699739,75.95832099,75.30932509,74.64990351,73.97924959,73.29525561,72.59789141,71.88625853,71.1098416,70.3088741,69.49515604,68.66610894,67.82371061,66.96595611,66.09844169,65.21834055,64.32726723,63.4113711,62.38171746,61.27274195,60.15194511,59.02042572,57.88495304,56.77404022,55.67557556,54.5720516,53.46831883,52.36450001,51.32474849,50.31009801,49.30143966,48.29543767,47.29471095,46.2987728,45.31114377,44.34798891,43.41238644,42.5050738,41.62598717,40.77368517
Early-demographic dividend,EAR,Rural population (% of total population),SP.RUR.TOTL.ZS,77.15322119,76.86523352,76.54064838,76.21137568,75.87587965,75.53383491,75.18400321,74.83061448,74.48053792,74.12856509,73.7706371,73.38171436,72.93794105,72.49864664,72.05296644,71.72214309,71.26328783,70.80488749,70.34127107,69.87630671,69.3937724,68.90782889,68.49801771,68.08255273,67.65860307,67.23051217,66.80391493,66.39116038,65.98145343,65.56938062,65.11895743,64.742905,64.39325455,64.05754218,63.70284793,63.34621829,63.01685957,62.68743145,62.35237748,62.02064496,61.68753791,61.36493386,61.01088251,60.65905469,60.30115268,59.93472386,59.55494025,59.17179318,58.78815626,58.40501969,58.02793633,57.66613316,57.30614193,56.93057744,56.53487745,56.11996878,55.7158909,55.32213709,54.92648353,54.52543316,54.12726776,53.72355918,53.29717576
East Asia & Pacific,EAS,Rural population (% of total population),SP.RUR.TOTL.ZS,77.37239276,76.78768118,76.26087899,75.79646221,75.32138324,75.32075831,75.32130021,75.27144589,75.2015229,75.12589073,75.04693496,74.93039412,74.82898484,74.64791213,74.38920073,74.25559037,74.06268361,73.87504486,73.4846824,72.8761258,72.24065686,71.57577258,70.91169825,70.33784339,69.74816017,69.15527366,68.55017555,67.93118562,67.305833,66.66789279,66.01969447,65.3261609,64.62422292,63.90924996,63.17744412,62.43214807,61.67343982,60.91670497,60.14615825,59.36687234,58.55945797,57.56748363,56.48419742,55.40036328,54.31356611,53.23064562,52.17859334,51.14137995,50.10161838,49.07141809,48.04591436,47.11753153,46.22400554,45.33625334,44.44768566,43.56136187,42.677794,41.80274171,40.94525736,40.10902211,39.30126549,38.5268286,37.76480767
Europe & Central Asia (excluding high income),ECA,Rural population (% of total population),SP.RUR.TOTL.ZS,54.25752493,53.51187791,52.7710136,52.03094316,51.2905387,50.53392001,49.79213098,49.05092943,48.31083369,47.57372632,46.84678148,46.16256783,45.50403683,44.85173649,44.20586311,43.58513298,42.98868789,42.41436769,41.84558249,41.35540581,40.95536811,40.44052955,39.88720165,39.33811083,38.78022253,38.23916611,37.75184706,37.29150051,36.83370552,36.50459696,36.33627649,36.23486962,36.15590504,36.068627,35.98222118,35.89465231,35.82750592,35.75498185,35.66919302,35.57292108,35.47030074,35.34901655,35.20307273,35.02873695,34.84334239,34.65240371,34.46010662,34.26366551,34.07025102,33.87727085,33.69962181,33.54100539,33.38502422,33.22567585,33.06055708,32.89026018,32.71686777,32.54290932,32.36982223,32.19269527,32.01167812,31.82708346,31.66332122
Europe & Central Asia,ECS,Rural population (% of total population),SP.RUR.TOTL.ZS,44.42685409,43.8982771,43.37197144,42.82037682,42.26943069,41.70867279,41.15076979,40.60731108,40.08200208,39.58423137,39.09412672,38.61851307,38.15313138,37.7010991,37.25897019,36.84964005,36.46628495,36.08053766,35.69060207,35.33682903,35.02686512,34.68962742,34.38732994,34.1037196,33.83060187,33.56698194,33.3089847,33.03064633,32.75336991,32.5520605,32.40777584,32.27837648,32.16733239,32.06254992,31.95105867,31.83842033,31.73677709,31.63436947,31.52613406,31.40894798,31.28002471,31.12494011,30.92407656,30.7134749,30.5004725,30.28496777,30.07055264,29.85395347,29.64151987,29.43729243,29.24189341,29.06466103,28.88895217,28.71617892,28.54369417,28.36363903,28.17820775,27.98885668,27.79402153,27.59279423,27.39004668,27.181241,26.94768744
Ecuador,ECU,Rural population (% of total population),SP.RUR.TOTL.ZS,66.122,65.534,64.94,64.394,63.878,63.36,62.838,62.314,61.785,61.256,60.722,60.187,59.648,59.108,58.543,57.637,56.724,55.809,54.889,53.966,53.039,52.112,51.182,50.342,49.562,48.785,48.007,47.231,46.454,45.682,44.91,44.291,43.774,43.26,42.746,42.234,41.723,41.215,40.709,40.204,39.701,39.201,38.882,38.684,38.486,38.289,38.093,37.896,37.7,37.505,37.31,37.149,37.012,36.875,36.739,36.602,36.466,36.33,36.179,36.014,35.834,35.639,35.43
"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,62.136,61.728,61.376,61.023,60.669,60.314,59.958,59.601,59.242,58.883,58.523,58.162,57.8,57.437,57.074,56.709,56.344,56.19,56.174,56.158,56.142,56.126,56.11,56.094,56.078,56.062,56.046,56.123,56.256,56.389,56.522,56.655,56.788,56.921,57.054,57.186,57.319,57.342,57.296,57.25,57.203,57.157,57.111,57.065,57.019,56.973,56.927,56.922,56.942,56.961,56.981,57,57.054,57.107,57.161,57.215,57.268,57.295,57.296,57.27,57.217,57.138,57.033
Euro area,EMU,Rural population (% of total population),SP.RUR.TOTL.ZS,37.91099933,37.43550241,36.94756148,36.39303425,35.83994714,35.28832812,34.7380119,34.19395964,33.69658059,33.27502974,32.86401306,32.47315254,32.13847354,31.8260302,31.52487845,31.27117847,31.04902138,30.80589011,30.56103677,30.31823027,30.07766525,29.83866202,29.68277672,29.57378572,29.50575604,29.45321479,29.36411008,29.19544705,29.03640176,28.92896956,28.7820336,28.61715627,28.46812633,28.3038966,28.12151325,27.94373939,27.76777907,27.5941403,27.42250261,27.24628925,27.05781876,26.85272473,26.60919593,26.35860891,26.11315445,25.8701147,25.63229283,25.40352373,25.17703526,24.94935702,24.71866628,24.49144359,24.2768252,24.07144624,23.87256431,23.66146583,23.44781735,23.23039238,23.00722504,22.76832929,22.53609445,22.30010743,22.06043737
Eritrea,ERI,Rural population (% of total population),SP.RUR.TOTL.ZS,90.201,89.886,89.562,89.228,88.885,88.534,88.172,87.8,87.642,87.483,87.322,87.159,86.994,86.827,86.659,86.489,86.316,86.143,85.967,85.789,85.61,85.428,85.245,85.06,84.818,84.243,83.649,83.038,82.408,81.761,81.095,80.41,79.706,78.985,78.245,77.486,76.707,75.912,75.097,74.265,73.413,72.545,71.659,70.756,69.836,68.901,67.949,66.983,66,65.415,64.825,64.229,63.628,63.021,62.41,61.794,61.173,60.549,59.92,59.288,58.653,58.015,57.375
Spain,ESP,Rural population (% of total population),SP.RUR.TOTL.ZS,43.433,42.697,41.692,40.694,39.702,38.722,37.749,36.786,35.832,34.892,33.962,33.152,32.459,31.776,31.099,30.43,29.769,29.117,28.473,27.838,27.211,26.721,26.485,26.251,26.018,25.787,25.556,25.327,25.1,24.874,24.649,24.472,24.39,24.308,24.226,24.144,24.062,23.981,23.9,23.819,23.738,23.657,23.467,23.222,22.978,22.737,22.498,22.26,22.024,21.79,21.558,21.327,21.098,20.867,20.634,20.398,20.16,19.92,19.679,19.435,19.19,18.944,18.696
Estonia,EST,Rural population (% of total population),SP.RUR.TOTL.ZS,42.467,41.696,40.928,40.164,39.404,38.652,37.903,37.161,36.423,35.693,35.053,34.517,33.983,33.455,32.931,32.411,31.894,31.383,30.876,30.503,30.289,30.076,29.864,29.653,29.442,29.233,29.025,28.817,28.61,28.585,28.769,28.954,29.14,29.326,29.513,29.7,29.889,30.077,30.267,30.457,30.632,30.758,30.884,31.011,31.138,31.265,31.393,31.521,31.649,31.777,31.906,32.035,32.026,31.878,31.731,31.584,31.437,31.283,31.12,30.949,30.771,30.585,30.391
Ethiopia,ETH,Rural population (% of total population),SP.RUR.TOTL.ZS,93.567,93.35,93.126,92.896,92.658,92.413,92.16,91.9,91.74,91.578,91.412,91.244,91.072,90.898,90.721,90.54,90.356,90.17,89.98,89.786,89.59,89.39,89.187,88.98,88.768,88.547,88.321,88.091,87.857,87.62,87.379,87.133,86.884,86.63,86.373,86.173,85.994,85.814,85.631,85.447,85.26,85.073,84.882,84.69,84.496,84.3,84.101,83.884,83.49,83.09,82.681,82.265,81.84,81.425,81.002,80.572,80.134,79.69,79.237,78.775,78.305,77.826,77.339
European Union,EUU,Rural population (% of total population),SP.RUR.TOTL.ZS,41.32293164,40.78451568,40.25000098,39.66675271,39.0841594,38.49787121,37.92687098,37.38786294,36.8825654,36.42881905,35.98191723,35.53573422,35.12450584,34.73225397,34.3522449,34.01534719,33.70788535,33.38087862,33.04441195,32.71988689,32.41101398,32.13850048,31.94116833,31.77795698,31.64455726,31.52134249,31.37088859,31.16179542,30.9569505,30.802901,30.63332102,30.44096308,30.28407245,30.15428205,30.01392917,29.87313542,29.73316281,29.59845258,29.46682469,29.33021054,29.17420914,28.98768346,28.7595169,28.53715327,28.31881992,28.100039,27.88335928,27.66363582,27.44502819,27.23669034,27.0278459,26.83217674,26.64337847,26.46088285,26.28252372,26.09222769,25.8953757,25.69297332,25.4830646,25.26133662,25.03945993,24.80165411,24.55398448
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,77.75456066,77.31780882,76.88513015,76.44484622,76.00578823,75.5414629,75.0799196,74.61475549,74.15943011,73.70590867,73.26641374,72.80433392,72.34457224,71.90612448,71.52617981,71.1519813,70.7482079,70.34932735,70.03644476,69.73190881,69.34881893,68.90548734,68.50675763,68.07659735,67.59715621,67.12534197,66.63866529,66.14534509,65.68115218,65.27049193,64.7786962,64.52815341,64.28195748,64.03797549,63.86916317,63.73023516,63.55306983,63.36419476,63.17746543,62.98782154,62.77933575,62.49194618,62.23272403,61.973968,61.69838224,61.40863584,61.13560478,60.90729383,60.55996426,60.20602489,59.8461167,59.54031849,59.23709671,58.89336335,58.54773955,58.16912096,57.79427963,57.42830445,57.08021575,56.73137063,56.3559114,55.96068285,55.67266469
Finland,FIN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.71,43.679,42.838,42.002,41.168,40.342,39.52,38.705,37.894,37.092,36.296,35.477,34.634,33.803,32.981,32.169,31.366,30.577,29.798,29.03,28.273,27.472,26.627,25.798,24.985,24.192,23.433,22.709,22,21.309,20.633,20.157,19.872,19.591,19.312,19.037,18.777,18.534,18.293,18.054,17.817,17.632,17.497,17.362,17.228,17.095,16.963,16.832,16.701,16.571,16.23,15.687,15.159,14.875,14.825,14.775,14.725,14.675,14.618,14.554,14.483,14.404,14.319
Fiji,FJI,Rural population (% of total population),SP.RUR.TOTL.ZS,70.319,69.752,69.177,68.597,68.009,67.418,66.82,66.396,66.013,65.629,65.242,64.853,64.462,64.07,63.676,63.279,62.881,62.681,62.531,62.381,62.231,62.081,61.93,61.779,61.628,61.477,61.325,60.673,59.915,59.155,58.389,57.619,56.844,56.067,55.287,54.504,53.718,53.268,52.877,52.485,52.092,51.7,51.308,50.915,50.521,50.129,49.736,49.343,48.854,48.342,47.829,47.317,46.804,46.294,45.784,45.274,44.765,44.258,43.752,43.25,42.753,42.26,41.771
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,38.12,37.393,36.511,35.298,34.102,32.929,31.775,30.643,29.762,29.352,28.945,28.541,28.14,27.744,27.35,27.074,27.003,26.932,26.86,26.789,26.718,26.648,26.575,26.5,26.425,26.35,26.275,26.2,26.125,26.05,25.944,25.771,25.599,25.428,25.257,25.088,24.918,24.75,24.583,24.386,24.129,23.873,23.62,23.368,23.117,22.87,22.623,22.379,22.132,21.883,21.631,21.378,21.122,20.865,20.606,20.345,20.083,19.82,19.556,19.291,19.025,18.758,18.491
Faroe Islands,FRO,Rural population (% of total population),SP.RUR.TOTL.ZS,78.617,77.859,77.038,76.195,75.331,74.447,73.672,73.277,72.878,72.476,72.049,71.583,71.112,70.638,70.158,69.674,69.185,68.693,68.645,68.73,68.814,68.899,68.983,69.067,69.151,69.234,69.318,69.402,69.485,69.568,69.406,68.846,68.128,67.404,66.67,65.929,65.178,64.646,64.346,64.14,63.663,62.825,61.978,61.286,60.753,60.219,59.853,59.659,59.464,59.269,59.074,58.912,58.775,58.637,58.499,58.362,58.223,58.086,57.936,57.775,57.602,57.417,57.221
"Micronesia, Fed. Sts.",FSM,Rural population (% of total population),SP.RUR.TOTL.ZS,77.688,77.447,77.203,76.958,76.711,76.463,76.212,75.96,75.705,75.449,75.192,74.932,74.67,74.407,74.259,74.142,74.025,73.908,73.791,73.673,73.555,73.583,73.65,73.717,73.784,73.851,73.917,73.984,74.05,74.116,74.182,74.248,74.314,74.38,74.446,74.932,75.527,76.111,76.686,77.251,77.67,77.67,77.67,77.67,77.67,77.67,77.676,77.683,77.689,77.695,77.702,77.695,77.676,77.645,77.601,77.544,77.474,77.392,77.297,77.188,77.067,76.932,76.783
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,82.602,81.67,80.406,79.077,77.682,76.225,74.703,73.117,71.467,69.763,68,65.918,63.769,61.57,59.319,57.029,54.705,52.367,50.015,47.663,45.318,43,41.628,40.27,38.924,37.598,36.289,35,33.588,32.208,30.857,29.538,28.251,27.001,26.079,25.203,24.346,23.51,22.694,21.898,21.121,20.367,19.632,18.917,18.222,17.548,16.893,16.258,15.641,15.045,14.467,13.908,13.366,12.844,12.349,11.882,11.441,11.024,10.63,10.259,9.908,9.577,9.265
United Kingdom,GBR,Rural population (% of total population),SP.RUR.TOTL.ZS,21.556,21.626,21.763,21.901,22.04,22.179,22.318,22.459,22.6,22.741,22.883,22.97,22.805,22.642,22.479,22.317,22.156,21.995,21.836,21.677,21.519,21.412,21.461,21.511,21.56,21.61,21.66,21.71,21.76,21.81,21.86,21.888,21.828,21.768,21.707,21.647,21.587,21.528,21.468,21.409,21.349,21.249,20.953,20.661,20.371,20.085,19.801,19.521,19.243,18.969,18.698,18.43,18.163,17.898,17.635,17.374,17.114,16.857,16.602,16.348,16.097,15.848,15.602
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,56.931,56.441,55.949,55.456,54.961,54.466,53.97,53.473,52.975,52.478,51.994,51.526,51.058,50.591,50.124,49.656,49.188,48.721,48.253,47.844,47.503,47.164,46.824,46.484,46.145,45.806,45.468,45.13,44.792,44.723,44.962,45.201,45.441,45.68,45.92,46.159,46.4,46.64,46.88,47.121,47.362,47.602,47.559,47.17,46.782,46.395,46.008,45.621,45.235,44.85,44.465,44.081,43.697,43.315,42.933,42.552,42.163,41.769,41.368,40.961,40.547,40.128,39.703
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,76.748,76.203,75.648,75.085,74.512,73.933,73.344,72.746,72.14,71.527,71.042,70.826,70.608,70.39,70.171,69.951,69.73,69.508,69.286,69.062,68.837,68.612,68.386,68.158,67.791,67.104,66.409,65.707,64.996,64.281,63.559,62.83,62.095,61.356,60.61,59.86,59.104,58.346,57.582,56.816,56.071,55.399,54.725,54.049,53.37,52.692,52.012,51.331,50.649,49.969,49.287,48.606,47.927,47.252,46.581,45.914,45.251,44.593,43.94,43.293,42.651,42.015,41.385
Gibraltar,GIB,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,Rural population (% of total population),SP.RUR.TOTL.ZS,89.528,89.064,88.582,88.081,87.561,87.022,86.463,85.884,85.284,84.664,84.023,83.359,82.673,81.967,81.237,80.485,79.709,78.913,78.093,77.25,76.383,75.497,74.586,73.928,73.654,73.379,73.102,72.822,72.541,72.259,71.974,71.688,71.399,71.11,70.818,70.525,70.23,69.948,69.677,69.405,69.131,68.856,68.58,68.302,68.023,67.743,67.461,67.178,66.894,66.609,66.322,66.034,65.745,65.455,65.164,64.859,64.54,64.207,63.86,63.5,63.125,62.736,62.332
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,87.871,87.669,87.465,87.138,86.323,85.467,84.567,83.621,82.627,81.59,80.504,79.37,78.186,77.059,76.325,75.574,74.807,74.026,73.228,72.415,71.586,70.744,69.887,68.992,67.993,66.981,65.951,64.906,63.845,62.774,61.688,60.59,59.48,58.414,57.528,56.638,55.742,54.845,53.943,53.039,52.132,51.225,50.317,49.445,48.712,47.98,47.249,46.519,45.789,45.063,44.338,43.616,42.895,42.18,41.472,40.772,40.082,39.401,38.73,38.069,37.418,36.778,36.148
Guinea-Bissau,GNB,Rural population (% of total population),SP.RUR.TOTL.ZS,86.4,86.253,86.105,85.955,85.803,85.651,85.497,85.342,85.185,85.028,84.868,84.707,84.545,84.382,84.217,84.05,83.882,83.713,83.543,83.23,82.196,81.117,79.987,78.806,77.574,76.296,74.966,73.587,72.159,70.688,69.17,67.61,66.729,66.365,65.998,65.629,65.258,64.886,64.512,64.135,63.757,63.378,62.996,62.613,62.228,61.843,61.455,61.066,60.675,60.284,59.889,59.492,59.092,58.69,58.285,57.877,57.467,57.055,56.64,56.223,55.804,55.383,54.959
Equatorial Guinea,GNQ,Rural population (% of total population),SP.RUR.TOTL.ZS,74.463,73.856,73.766,73.677,73.587,73.498,73.408,73.318,73.227,73.137,73.046,72.955,72.864,72.773,72.681,72.59,72.498,72.406,72.313,72.221,72.128,72.035,71.942,71.849,70.972,70.06,69.129,68.183,67.22,66.245,65.255,64.252,63.234,62.208,61.169,59.506,57.813,56.107,54.384,52.65,50.908,49.168,47.427,45.693,43.967,42.26,40.569,38.9,37.255,35.642,34.06,32.512,31,30.456,29.917,29.384,28.862,28.354,27.857,27.373,26.9,26.439,25.99
